MonthYear,Region,Organization,Type 1,Type 2,Type 3,Total Attendances,Type 1 < 4h,Type 2 < 4h,Type 3 < 4h,Total Attendances < 4h,Type 1 > 4h,Type 2 > 4h,Type 3 > 4h,Total Attendances > 4 hours,Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,>4h decision to admit,>12h decision to admit,Year,CovidPeriod,Within_4h_%,Over_4h_%,Type1_Over4h_%,Type1_Under4h_%
2018-03-01,London Region,Urgent Care Centre,0.0,0.0,9782.0,9782.0,0.0,0.0,9782.0,9782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Waldron - Hurley Unregistered Practice,0.0,0.0,2354.0,2354.0,0.0,0.0,2354.0,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Whittington Health NHS Trust,9218.0,0.0,0.0,9218.0,7667.0,0.0,0.0,7667.0,1551.0,0.0,0.0,1551.0,1400.0,0.0,0.0,1400.0,104.0,1504.0,339.0,0.0,2018,Pre-COVID,83.17422434367542,16.82577565632458,16.82577565632458,83.17422434367542
2018-03-01,Midlands England,Assura Vertis Urgent Care Centres (Birmingham),0.0,0.0,5478.0,5478.0,0.0,0.0,5478.0,5478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,Midlands England,Badger Ltd,0.0,0.0,3119.0,3119.0,0.0,0.0,3119.0,3119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,Midlands England,Basildon And Thurrock University Hospitals NHS Foundation Trust,12757.0,0.0,0.0,12757.0,10324.0,0.0,0.0,10324.0,2433.0,0.0,0.0,2433.0,3039.0,0.0,0.0,3039.0,183.0,3222.0,632.0,0.0,2018,Pre-COVID,80.92811789605706,19.071882103942933,19.071882103942933,80.92811789605706
2018-03-01,Midlands England,Bedford Hospital NHS Trust,6457.0,0.0,190.0,6647.0,5401.0,0.0,190.0,5591.0,1056.0,0.0,0.0,1056.0,2095.0,0.0,0.0,2095.0,227.0,2322.0,145.0,0.0,2018,Pre-COVID,84.1131337445464,15.886866255453588,16.35434412265758,83.64565587734242
2018-03-01,Midlands England,Birmingham Wic,0.0,0.0,3363.0,3363.0,0.0,0.0,3363.0,3363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,Midlands England,Birmingham Women's And Children's NHS Foundation Trust,4970.0,0.0,0.0,4970.0,4817.0,0.0,0.0,4817.0,153.0,0.0,0.0,153.0,1056.0,0.0,0.0,1056.0,241.0,1297.0,0.0,0.0,2018,Pre-COVID,96.9215291750503,3.078470824949698,3.078470824949698,96.9215291750503
2018-03-01,Midlands England,Burton Hospitals NHS Foundation Trust,5376.0,0.0,4315.0,9691.0,4799.0,0.0,4315.0,9114.0,577.0,0.0,0.0,577.0,1835.0,0.0,12.0,1847.0,685.0,2532.0,74.0,0.0,2018,Pre-COVID,94.04602208234444,5.953977917655557,10.732886904761903,89.26711309523809
2018-03-01,Midlands England,Cambridge University Hospitals NHS Foundation Trust,10125.0,0.0,3406.0,13531.0,6833.0,0.0,3399.0,10232.0,3292.0,0.0,7.0,3299.0,3264.0,0.0,21.0,3285.0,571.0,3856.0,634.0,20.0,2018,Pre-COVID,75.61894907989061,24.381050920109377,32.513580246913584,67.48641975308642
2018-03-01,Midlands England,Chesterfield Royal Hospital NHS Foundation Trust,7087.0,0.0,0.0,7087.0,6006.0,0.0,0.0,6006.0,1081.0,0.0,0.0,1081.0,2084.0,0.0,0.0,2084.0,1014.0,3098.0,61.0,0.0,2018,Pre-COVID,84.74671934528008,15.253280654719909,15.253280654719909,84.74671934528008
2018-03-01,Midlands England,Clacton Hospital,0.0,0.0,2291.0,2291.0,0.0,0.0,2289.0,2289.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,Pre-COVID,99.91270187690965,0.08729812309035355,,
2018-03-01,Midlands England,Colchester Hospital University NHS Foundation Trust,8159.0,0.0,5015.0,13174.0,7587.0,0.0,4986.0,12573.0,572.0,0.0,29.0,601.0,2538.0,0.0,0.0,2538.0,1020.0,3558.0,78.0,0.0,2018,Pre-COVID,95.43798390769697,4.562016092303021,7.010663071454835,92.98933692854516
2018-03-01,Midlands England,Corby Urgent Care Centre,0.0,0.0,6127.0,6127.0,0.0,0.0,6103.0,6103.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.60829117023013,0.39170882976987104,,
2018-03-01,Midlands England,Coventry And Warwickshire Partnership NHS Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,57.0,69.0,0.0,0.0,2018,Pre-COVID,,,,
2018-03-01,Midlands England,Derby Teaching Hospitals NHS Foundation Trust,11070.0,0.0,4640.0,15710.0,8220.0,0.0,4616.0,12836.0,2850.0,0.0,24.0,2874.0,3444.0,0.0,127.0,3571.0,1255.0,4826.0,138.0,2.0,2018,Pre-COVID,81.70591979630808,18.294080203691916,25.745257452574528,74.25474254742548
2018-03-01,Midlands England,Derbyshire Community Health Services NHS Foundation Trust,0.0,0.0,5423.0,5423.0,0.0,0.0,5421.0,5421.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.96312004425594,0.03687995574405311,,
2018-03-01,Midlands England,Dhu Health Care C.I.C,0.0,0.0,1892.0,1892.0,0.0,0.0,1891.0,1891.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.94714587737845,0.052854122621564484,,
2018-03-01,Midlands England,East And North Hertfordshire NHS Trust,9125.0,0.0,4301.0,13426.0,6480.0,0.0,4289.0,10769.0,2645.0,0.0,12.0,2657.0,3031.0,0.0,0.0,3031.0,699.0,3730.0,452.0,0.0,2018,Pre-COVID,80.21004022046775,19.78995977953225,28.986301369863014,71.01369863013699
2018-03-01,Midlands England,Erdington GP Health & Wellbeing Wic,0.0,0.0,2540.0,2540.0,0.0,0.0,2540.0,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,Midlands England,Fryatt Hospital,0.0,0.0,581.0,581.0,0.0,0.0,581.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,Midlands England,George Eliot Hospital NHS Trust,6977.0,0.0,0.0,6977.0,5345.0,0.0,0.0,5345.0,1632.0,0.0,0.0,1632.0,1141.0,0.0,0.0,1141.0,63.0,1204.0,531.0,48.0,2018,Pre-COVID,76.60885767521857,23.391142324781423,23.391142324781423,76.60885767521857
2018-03-01,Midlands England,Haverstock Healthcare (Cheshunt Community Hospital),0.0,0.0,1724.0,1724.0,0.0,0.0,1724.0,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,Midlands England,Heart Of England NHS Foundation Trust,19646.0,0.0,3238.0,22884.0,14228.0,0.0,3185.0,17413.0,5418.0,0.0,53.0,5471.0,6604.0,0.0,1270.0,7874.0,2399.0,10273.0,2363.0,0.0,2018,Pre-COVID,76.09246635203635,23.907533647963643,27.57813295327293,72.42186704672707
2018-03-01,London Region,The Pinn Unregistered,0.0,0.0,3684.0,3684.0,0.0,0.0,3684.0,3684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,Midlands England,Hertfordshire Community NHS Trust,0.0,0.0,933.0,933.0,0.0,0.0,933.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,The Junction Hc - Unregistered Patients,0.0,0.0,3232.0,3232.0,0.0,0.0,3232.0,3232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,The Barkantine Practice,0.0,0.0,2518.0,2518.0,0.0,0.0,2518.0,2518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Barts Health NHS Trust,28465.0,763.0,14837.0,44065.0,22086.0,761.0,14789.0,37636.0,6379.0,2.0,48.0,6429.0,7670.0,0.0,0.0,7670.0,1838.0,9508.0,1759.0,0.0,2018,Pre-COVID,85.41018949279473,14.589810507205264,22.4099771649394,77.59002283506061
2018-03-01,London Region,Beckenham Beacon Ucc,0.0,0.0,4773.0,4773.0,0.0,0.0,4770.0,4770.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.93714644877436,0.06285355122564425,,
2018-03-01,London Region,Belmont Health Centre,0.0,0.0,1785.0,1785.0,0.0,0.0,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Brent GP Access Unit Harness-Wembley,0.0,0.0,3742.0,3742.0,0.0,0.0,3742.0,3742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Central London Community Healthcare NHS Trust,0.0,0.0,19089.0,19089.0,0.0,0.0,18832.0,18832.0,0.0,0.0,257.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,2018,Pre-COVID,98.65367489129865,1.3463251087013464,,
2018-03-01,London Region,Chelsea And Westminster Hospital NHS Foundation Trust,18906.0,0.0,9376.0,28282.0,17342.0,0.0,9264.0,26606.0,1564.0,0.0,112.0,1676.0,3899.0,0.0,0.0,3899.0,530.0,4429.0,213.0,0.0,2018,Pre-COVID,94.07396930910119,5.926030690898805,8.27250608272506,91.72749391727494
2018-03-01,London Region,Croydon Health Services NHS Trust,6672.0,0.0,11051.0,17723.0,4788.0,0.0,10828.0,15616.0,1884.0,0.0,223.0,2107.0,1995.0,0.0,0.0,1995.0,358.0,2353.0,418.0,0.0,2018,Pre-COVID,88.11149353946848,11.888506460531513,28.23741007194245,71.76258992805755
2018-03-01,London Region,Edmonton GP Walk In Centre,0.0,0.0,1357.0,1357.0,0.0,0.0,1357.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Epsom And St Helier University Hospitals NHS Trust,12960.0,491.0,1129.0,14580.0,11529.0,490.0,1129.0,13148.0,1431.0,1.0,0.0,1432.0,3528.0,11.0,0.0,3539.0,153.0,3692.0,97.0,0.0,2018,Pre-COVID,90.17832647462278,9.82167352537723,11.041666666666666,88.95833333333333
2018-03-01,London Region,Guy's And St Thomas' NHS Foundation Trust,13467.0,789.0,3087.0,17343.0,10886.0,789.0,3079.0,14754.0,2581.0,0.0,8.0,2589.0,3374.0,0.0,0.0,3374.0,750.0,4124.0,240.0,0.0,2018,Pre-COVID,85.07178688808165,14.928213111918353,19.165367193881337,80.83463280611866
2018-03-01,London Region,Harold Wood Walk In Centre,0.0,0.0,3998.0,3998.0,0.0,0.0,3998.0,3998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Homerton University Hospital NHS Foundation Trust,10768.0,0.0,0.0,10768.0,9870.0,0.0,0.0,9870.0,898.0,0.0,0.0,898.0,1793.0,0.0,0.0,1793.0,194.0,1987.0,133.0,1.0,2018,Pre-COVID,91.66047548291233,8.339524517087666,8.339524517087666,91.66047548291233
2018-03-01,London Region,Hounslow And Richmond Community Healthcare NHS Trust,0.0,0.0,5142.0,5142.0,0.0,0.0,5136.0,5136.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.88331388564761,0.11668611435239205,,
2018-03-01,London Region,Imperial College Healthcare NHS Trust,10057.0,3929.0,9985.0,23971.0,6229.0,3894.0,9818.0,19941.0,3828.0,35.0,167.0,4030.0,3337.0,12.0,0.0,3349.0,1182.0,4531.0,1093.0,8.0,2018,Pre-COVID,83.18801885611781,16.81198114388219,38.06304066819131,61.936959331808694
2018-03-01,London Region,King's College Hospital NHS Foundation Trust,16452.0,0.0,7150.0,23602.0,10168.0,0.0,6625.0,16793.0,6284.0,0.0,525.0,6809.0,4301.0,0.0,0.0,4301.0,390.0,4691.0,1316.0,26.0,2018,Pre-COVID,71.15074993644606,28.84925006355394,38.19596401653295,61.80403598346705
2018-03-01,London Region,Kingston Hospital NHS Foundation Trust,9278.0,1042.0,0.0,10320.0,7621.0,1036.0,0.0,8657.0,1657.0,6.0,0.0,1663.0,2277.0,0.0,0.0,2277.0,612.0,2889.0,227.0,0.0,2018,Pre-COVID,83.88565891472868,16.114341085271317,17.859452468204353,82.14054753179565
2018-03-01,London Region,Lewisham And Greenwich NHS Trust,13439.0,0.0,12325.0,25764.0,9635.0,0.0,11921.0,21556.0,3804.0,0.0,404.0,4208.0,4563.0,0.0,0.0,4563.0,242.0,4805.0,920.0,21.0,2018,Pre-COVID,83.66713243285204,16.332867567147957,28.305677505766795,71.6943224942332
2018-03-01,London Region,London North West University Healthcare NHS Trust,12581.0,0.0,17247.0,29828.0,8057.0,0.0,16974.0,25031.0,4524.0,0.0,273.0,4797.0,6095.0,0.0,0.0,6095.0,678.0,6773.0,1105.0,0.0,2018,Pre-COVID,83.91779536006437,16.082204639935632,35.958985772196165,64.04101422780383
2018-03-01,London Region,Moorfields Eye Hospital NHS Foundation Trust,0.0,7798.0,0.0,7798.0,0.0,7636.0,0.0,7636.0,0.0,162.0,0.0,162.0,0.0,24.0,0.0,24.0,193.0,217.0,0.0,0.0,2018,Pre-COVID,97.92254424211336,2.077455757886638,,
2018-03-01,London Region,North East London NHS Foundation Trust,0.0,0.0,5206.0,5206.0,0.0,0.0,5174.0,5174.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.38532462543219,0.6146753745678064,,
2018-03-01,London Region,North Middlesex University Hospital NHS Trust,15509.0,0.0,0.0,15509.0,11871.0,0.0,0.0,11871.0,3638.0,0.0,0.0,3638.0,2602.0,0.0,0.0,2602.0,343.0,2945.0,571.0,0.0,2018,Pre-COVID,76.54265265329808,23.457347346701916,23.457347346701916,76.54265265329808
2018-03-01,London Region,Orchard Village Walk-In-Centre,0.0,0.0,895.0,895.0,0.0,0.0,895.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,Royal Brompton & Harefield NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,283.0,0.0,0.0,2018,Pre-COVID,,,,
2018-03-01,London Region,Royal Free London NHS Foundation Trust,20453.0,0.0,3388.0,23841.0,16669.0,0.0,3385.0,20054.0,3784.0,0.0,3.0,3787.0,4293.0,0.0,0.0,4293.0,651.0,4944.0,1060.0,0.0,2018,Pre-COVID,84.11559917788684,15.884400822113168,18.500953405368406,81.4990465946316
2018-03-01,London Region,Royal National Orthopaedic Hospital NHS Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,2018,Pre-COVID,,,,
2018-03-01,London Region,St Andrews Walk-In Centre,0.0,0.0,1822.0,1822.0,0.0,0.0,1822.0,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,London Region,St George's University Hospitals NHS Foundation Trust,13421.0,0.0,1411.0,14832.0,10695.0,0.0,1411.0,12106.0,2726.0,0.0,0.0,2726.0,4191.0,0.0,0.0,4191.0,836.0,5027.0,0.0,0.0,2018,Pre-COVID,81.62081984897519,18.37918015102481,20.31145220177334,79.68854779822667
2018-03-01,London Region,The Hillingdon Hospitals NHS Foundation Trust,5744.0,0.0,8106.0,13850.0,2800.0,0.0,7950.0,10750.0,2944.0,0.0,156.0,3100.0,2015.0,0.0,0.0,2015.0,133.0,2148.0,519.0,11.0,2018,Pre-COVID,77.6173285198556,22.382671480144403,51.25348189415042,48.74651810584958
2018-03-01,South-East England,Dorset Healthcare University NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,23.0,30.0,0.0,0.0,2018,Pre-COVID,,,,
2018-03-01,Midlands England,Ipswich Hospital NHS Trust,7005.0,0.0,935.0,7940.0,6041.0,0.0,935.0,6976.0,964.0,0.0,0.0,964.0,1962.0,0.0,188.0,2150.0,914.0,3064.0,83.0,0.0,2018,Pre-COVID,87.85894206549119,12.141057934508815,13.761598857958601,86.2384011420414
2018-03-01,Midlands England,Kettering General Hospital NHS Foundation Trust,7538.0,0.0,0.0,7538.0,5170.0,0.0,0.0,5170.0,2368.0,0.0,0.0,2368.0,2585.0,0.0,0.0,2585.0,409.0,2994.0,981.0,0.0,2018,Pre-COVID,68.58583178561953,31.41416821438047,31.41416821438047,68.58583178561953
2018-03-01,South-East England,Royal Berkshire NHS Foundation Trust,9119.0,1437.0,1151.0,11707.0,7198.0,1382.0,1151.0,9731.0,1921.0,55.0,0.0,1976.0,3125.0,0.0,0.0,3125.0,518.0,3643.0,465.0,0.0,2018,Pre-COVID,83.12120953275817,16.87879046724182,21.065906349380413,78.93409365061959
2018-03-01,South-East England,Queen Victoria Hospital NHS Foundation Trust,0.0,0.0,864.0,864.0,0.0,0.0,864.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,365.0,378.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,South-East England,Portsmouth Hospitals NHS Trust,9743.0,750.0,1952.0,12445.0,6183.0,745.0,1907.0,8835.0,3560.0,5.0,45.0,3610.0,3254.0,0.0,1.0,3255.0,1586.0,4841.0,1328.0,11.0,2018,Pre-COVID,70.99236641221374,29.00763358778626,36.539053679564816,63.460946320435184
2018-03-01,South-East England,Poole Hospital NHS Foundation Trust,5637.0,0.0,1672.0,7309.0,4619.0,0.0,1671.0,6290.0,1018.0,0.0,1.0,1019.0,1863.0,0.0,0.0,1863.0,1587.0,3450.0,179.0,0.0,2018,Pre-COVID,86.05828430701874,13.941715692981255,18.059251374844777,81.94074862515522
2018-03-01,South-East England,Plymouth Hospitals NHS Trust,8302.0,227.0,3901.0,12430.0,5384.0,227.0,3816.0,9427.0,2918.0,0.0,85.0,3003.0,3033.0,0.0,0.0,3033.0,2098.0,5131.0,204.0,2.0,2018,Pre-COVID,75.84070796460178,24.15929203539823,35.1481570705854,64.85184292941459
2018-03-01,South-East England,Paulton Memorial Hospital,0.0,0.0,621.0,621.0,0.0,0.0,620.0,620.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.8389694041868,0.1610305958132045,,
2018-03-01,South-East England,Oxford University Hospitals NHS Foundation Trust,11323.0,1670.0,333.0,13326.0,8568.0,1670.0,326.0,10564.0,2755.0,0.0,7.0,2762.0,3102.0,82.0,15.0,3199.0,3465.0,6664.0,959.0,13.0,2018,Pre-COVID,79.27360048026415,20.726399519735857,24.33100768347611,75.66899231652388
2018-03-01,South-East England,Oxford Health NHS Foundation Trust,0.0,0.0,2689.0,2689.0,0.0,0.0,2621.0,2621.0,0.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,97.47117887690592,2.5288211230940867,,
2018-03-01,South-East England,Okehampton Medical Centre,0.0,0.0,114.0,114.0,0.0,0.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,South-East England,Northern Devon Healthcare NHS Trust,3362.0,0.0,3752.0,7114.0,2251.0,0.0,3752.0,6003.0,1111.0,0.0,0.0,1111.0,1162.0,0.0,0.0,1162.0,674.0,1836.0,340.0,1.0,2018,Pre-COVID,84.38290694405399,15.617093055946022,33.04580606781678,66.95419393218323
2018-03-01,South-East England,North Bristol NHS Trust,7213.0,0.0,0.0,7213.0,5465.0,0.0,0.0,5465.0,1748.0,0.0,0.0,1748.0,2535.0,0.0,0.0,2535.0,1813.0,4348.0,604.0,39.0,2018,Pre-COVID,75.76597809510605,24.23402190489394,24.23402190489394,75.76597809510605
2018-03-01,South-East England,Medway NHS Foundation Trust,7885.0,0.0,2748.0,10633.0,5188.0,0.0,2748.0,7936.0,2697.0,0.0,0.0,2697.0,2338.0,0.0,0.0,2338.0,1012.0,3350.0,952.0,1.0,2018,Pre-COVID,74.63556851311954,25.364431486880466,34.20418516169943,65.79581483830057
2018-03-01,South-East England,Maidstone And Tunbridge Wells NHS Trust,12790.0,0.0,2101.0,14891.0,11183.0,0.0,2089.0,13272.0,1607.0,0.0,12.0,1619.0,4289.0,0.0,0.0,4289.0,377.0,4666.0,661.0,1.0,2018,Pre-COVID,89.12766100329058,10.872338996709422,12.56450351837373,87.43549648162627
2018-03-01,South-East England,Kent Community Health NHS Foundation Trust,0.0,0.0,6000.0,6000.0,0.0,0.0,5978.0,5978.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.63333333333333,0.36666666666666664,,
2018-03-01,South-East England,Isle Of Wight NHS Trust,3859.0,0.0,119.0,3978.0,3038.0,0.0,119.0,3157.0,821.0,0.0,0.0,821.0,943.0,0.0,0.0,943.0,110.0,1053.0,255.0,2.0,2018,Pre-COVID,79.36148818501759,20.6385118149824,21.274941694739567,78.72505830526043
2018-03-01,South-East England,Hastings Med P & Walkin,0.0,0.0,2228.0,2228.0,0.0,0.0,2228.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,South-East England,Haslemere Minor Injuries Unit,0.0,0.0,581.0,581.0,0.0,0.0,572.0,572.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,98.45094664371773,1.549053356282272,,
2018-03-01,South-East England,Hampshire Hospitals NHS Foundation Trust,9498.0,0.0,897.0,10395.0,7465.0,0.0,889.0,8354.0,2033.0,0.0,8.0,2041.0,2536.0,0.0,0.0,2536.0,1332.0,3868.0,1058.0,2.0,2018,Pre-COVID,80.36556036556036,19.634439634439634,21.40450621183407,78.59549378816592
2018-03-01,South-East England,Great Western Hospitals NHS Foundation Trust,6333.0,0.0,7833.0,14166.0,4507.0,0.0,7528.0,12035.0,1826.0,0.0,305.0,2131.0,2169.0,0.0,0.0,2169.0,1681.0,3850.0,594.0,1.0,2018,Pre-COVID,84.95693915007764,15.043060849922348,28.833096478762037,71.16690352123796
2018-03-01,South-East England,Gloucestershire Hospitals NHS Foundation Trust,12149.0,0.0,0.0,12149.0,10562.0,0.0,0.0,10562.0,1587.0,0.0,0.0,1587.0,4039.0,0.0,0.0,4039.0,789.0,4828.0,529.0,0.0,2018,Pre-COVID,86.93719647707631,13.062803522923696,13.062803522923696,86.93719647707631
2018-03-01,South-East England,Gloucestershire Care Services NHS Trust,0.0,0.0,5652.0,5652.0,0.0,0.0,5600.0,5600.0,0.0,0.0,52.0,52.0,0.0,0.0,2.0,2.0,62.0,64.0,0.0,0.0,2018,Pre-COVID,99.07997169143667,0.9200283085633405,,
2018-03-01,South-East England,Frimley Health NHS Foundation Trust,20180.0,0.0,0.0,20180.0,16771.0,0.0,0.0,16771.0,3409.0,0.0,0.0,3409.0,6333.0,0.0,0.0,6333.0,1493.0,7826.0,527.0,0.0,2018,Pre-COVID,83.10703666997027,16.89296333002973,16.89296333002973,83.10703666997027
2018-03-01,South-East England,First Community Health And Care Cic,0.0,0.0,1148.0,1148.0,0.0,0.0,1148.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,South-East England,Exmouth Minor Injury Unit,0.0,0.0,898.0,898.0,0.0,0.0,898.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,100.0,0.0,,
2018-03-01,South-East England,Eastbourne Station Health Centre,0.0,0.0,1553.0,1553.0,0.0,0.0,1551.0,1551.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Pre-COVID,99.87121699935608,0.128783000643915,,
2018-03-01,South-East England,East Sussex Healthcare NHS Trust,10279.0,0.0,292.0,10571.0,8736.0,0.0,292.0,9028.0,1543.0,0.0,0.0,1543.0,3322.0,0.0,0.0,3322.0,856.0,4178.0,334.0,0.0,2018,Pre-COVID,85.40346230252578,14.596537697474222,15.011187858741124,84.98881214125888
2018-03-01,South-East England,East Kent Hospitals University NHS Foundation Trust,14381.0,0.0,3874.0,18255.0,9847.0,0.0,3859.0,13706.0,4534.0,0.0,15.0,4549.0,4586.0,0.0,389.0,4975.0,1506.0,6481.0,752.0,2.0,2018,Pre-COVID,75.08079978088195,24.91920021911805,31.527710173145124,68.47228982685488
2018-03-01,South-East England,Royal Cornwall Hospitals NHS Trust,5841.0,0.0,10197.0,16038.0,4270.0,0.0,10146.0,14416.0,1571.0,0.0,51.0,1622.0,2716.0,0.0,40.0,2756.0,1011.0,3767.0,686.0,17.0,2018,Pre-COVID,89.88651951614915,10.113480483850855,26.89607943845232,73.10392056154768
2018-03-01,Midlands England,James Paget University Hospitals NHS Foundation Trust,5460.0,0.0,1070.0,6530.0,4411.0,0.0,1049.0,5460.0,1049.0,0.0,21.0,1070.0,1468.0,0.0,0.0,1468.0,539.0,2007.0,151.0,0.0,2018,Pre-COVID,83.61408882082695,16.38591117917305,19.212454212454215,80.7875457875458
2018-03-01,South-East England,Royal Devon And Exeter NHS Foundation Trust,8382.0,0.0,821.0,9203.0,7526.0,0.0,820.0,8346.0,856.0,0.0,1.0,857.0,2040.0,0.0,0.0,2040.0,1425.0,3465.0,154.0,4.0,2018,Pre-COVID,90.68781918939476,9.312180810605238,10.212359818659031,89.78764018134096
2018-03-01,South-East England,Royal United Hospitals Bath NHS Foundation Trust,6039.0,0.0,952.0,6991.0,4408.0,0.0,950.0,5358.0,1631.0,0.0,2.0,1633.0,2495.0,0.0,47.0,2542.0,957.0,3499.0,756.0,0.0,2018,Pre-COVID,76.64139608067515,23.358603919324846,27.007782745487663,72.99221725451234
